Trait,Marker,Chr,Pos,marker_F,p,marker_Rsq,add_F,add_p,dom_F,dom_p,marker_df,marker_MS,error_df,error_MS,model_df,model_MS,minorObs
logit_chlorotic,Zm00001d049400,4,29284364,0.74187,0.38919,4.44E-04,0.74187,0.38919,NaN,NaN,1,0.41524,1669,0.55972,1,0.41524,5
logit_chlorotic,Zm00001d049413,4,29851639,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d049440,4,30358922,0.00296,0.95665,1.77E-06,0.00296,0.95665,NaN,NaN,1,0.00166,1669,0.55996,1,0.00166,8
logit_chlorotic,Zm00001d049455,4,30757086,0.81293,0.36739,4.87E-04,0.81293,0.36739,NaN,NaN,1,0.45499,1669,0.55969,1,0.45499,7
logit_chlorotic,Zm00001d049457,4,30906067,1.0466,0.30644,6.27E-04,1.0466,0.30644,NaN,NaN,1,0.58569,1669,0.55961,1,0.58569,9
logit_chlorotic,Zm00001d049469,4,31429229,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d049479,4,31729624,0.81293,0.36739,4.87E-04,0.81293,0.36739,NaN,NaN,1,0.45499,1669,0.55969,1,0.45499,7
logit_chlorotic,Zm00001d049494,4,32386211,0.22157,0.63791,1.33E-04,0.22157,0.63791,NaN,NaN,1,0.12405,1669,0.55989,1,0.12405,7
logit_chlorotic,Zm00001d049496,4,32408925,0.57989,0.44646,3.47E-04,0.57989,0.44646,NaN,NaN,1,0.3246,1669,0.55977,1,0.3246,5
logit_chlorotic,Zm00001d049501,4,32640621,0.57989,0.44646,3.47E-04,0.57989,0.44646,NaN,NaN,1,0.3246,1669,0.55977,1,0.3246,5
logit_chlorotic,Zm00001d049510,4,32830644,9.73704,0.00184,0.0058,9.73704,0.00184,NaN,NaN,1,5.42078,1669,0.55672,1,5.42078,4
logit_chlorotic,Zm00001d049522,4,33135222,0.07582,0.78308,4.54E-05,0.07582,0.78308,NaN,NaN,1,0.04245,1669,0.55994,1,0.04245,7
logit_chlorotic,Zm00001d049553,4,34694796,0.57413,0.44873,3.44E-04,0.57413,0.44873,NaN,NaN,1,0.32138,1669,0.55977,1,0.32138,4
logit_chlorotic,Zm00001d049557,4,35016623,0.27623,0.59925,1.65E-04,0.27623,0.59925,NaN,NaN,1,0.15465,1669,0.55987,1,0.15465,5
logit_chlorotic,Zm00001d049558,4,35024050,0.69633,0.40414,4.17E-04,0.69633,0.40414,NaN,NaN,1,0.38976,1669,0.55973,1,0.38976,6
logit_chlorotic,Zm00001d049571,4,35621051,0.74187,0.38919,4.44E-04,0.74187,0.38919,NaN,NaN,1,0.41524,1669,0.55972,1,0.41524,5
logit_chlorotic,Zm00001d049583,4,36138137,2.07726,0.1497,0.00124,2.07726,0.1497,NaN,NaN,1,1.16175,1669,0.55927,1,1.16175,6
logit_chlorotic,Zm00001d049597,4,36832487,0.48274,0.48728,2.89E-04,0.48274,0.48728,NaN,NaN,1,0.27024,1669,0.5598,1,0.27024,7
logit_chlorotic,Zm00001d049598,4,36840465,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d049605,4,37187971,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d049619,4,37784819,0.95166,0.32944,5.70E-04,0.95166,0.32944,NaN,NaN,1,0.53259,1669,0.55965,1,0.53259,5
logit_chlorotic,Zm00001d049636,4,38209942,0.57989,0.44646,3.47E-04,0.57989,0.44646,NaN,NaN,1,0.3246,1669,0.55977,1,0.3246,5
logit_chlorotic,Zm00001d049641,4,38554589,0.54115,0.46206,3.24E-04,0.54115,0.46206,NaN,NaN,1,0.30293,1669,0.55978,1,0.30293,6
logit_chlorotic,Zm00001d049642,4,38571071,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d049643,4,38580343,0.57989,0.44646,3.47E-04,0.57989,0.44646,NaN,NaN,1,0.3246,1669,0.55977,1,0.3246,5
logit_chlorotic,Zm00001d049648,4,38701522,1.31994,0.25077,7.90E-04,1.31994,0.25077,NaN,NaN,1,0.73854,1669,0.55952,1,0.73854,9
logit_chlorotic,Zm00001d049660,4,39001138,0.30891,0.57843,1.85E-04,0.30891,0.57843,NaN,NaN,1,0.17294,1669,0.55986,1,0.17294,4
logit_chlorotic,Zm00001d049661,4,39032987,0.81293,0.36739,4.87E-04,0.81293,0.36739,NaN,NaN,1,0.45499,1669,0.55969,1,0.45499,7
logit_chlorotic,Zm00001d049676,4,39725630,0.81293,0.36739,4.87E-04,0.81293,0.36739,NaN,NaN,1,0.45499,1669,0.55969,1,0.45499,7
logit_chlorotic,Zm00001d049680,4,39887297,0.69633,0.40414,4.17E-04,0.69633,0.40414,NaN,NaN,1,0.38976,1669,0.55973,1,0.38976,6
logit_chlorotic,Zm00001d049691,4,40460362,0.19605,0.65799,1.17E-04,0.19605,0.65799,NaN,NaN,1,0.10977,1669,0.5599,1,0.10977,5
logit_chlorotic,Zm00001d049694,4,40524494,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d049703,4,40644867,0.00296,0.95665,1.77E-06,0.00296,0.95665,NaN,NaN,1,0.00166,1669,0.55996,1,0.00166,8
logit_chlorotic,Zm00001d049707,4,40956174,0.05061,0.82204,3.03E-05,0.05061,0.82204,NaN,NaN,1,0.02834,1669,0.55995,1,0.02834,5
logit_chlorotic,Zm00001d049708,4,40982622,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d049709,4,41049189,0.18525,0.66696,1.11E-04,0.18525,0.66696,NaN,NaN,1,0.10372,1669,0.5599,1,0.10372,28
logit_chlorotic,Zm00001d049718,4,41328303,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d049723,4,41537817,0.81293,0.36739,4.87E-04,0.81293,0.36739,NaN,NaN,1,0.45499,1669,0.55969,1,0.45499,7
logit_chlorotic,Zm00001d049725,4,41546223,0.57989,0.44646,3.47E-04,0.57989,0.44646,NaN,NaN,1,0.3246,1669,0.55977,1,0.3246,5
logit_chlorotic,Zm00001d049729,4,41730398,0.69633,0.40414,4.17E-04,0.69633,0.40414,NaN,NaN,1,0.38976,1669,0.55973,1,0.38976,6
logit_chlorotic,Zm00001d049730,4,41761729,0.06872,0.79324,4.12E-05,0.06872,0.79324,NaN,NaN,1,0.03848,1669,0.55994,1,0.03848,11
logit_chlorotic,Zm00001d049734,4,42095161,0.57989,0.44646,3.47E-04,0.57989,0.44646,NaN,NaN,1,0.3246,1669,0.55977,1,0.3246,5
logit_chlorotic,Zm00001d049736,4,42109983,1.20831,0.27183,7.23E-04,1.20831,0.27183,NaN,NaN,1,0.67612,1669,0.55956,1,0.67612,9
logit_chlorotic,Zm00001d049737,4,42138254,4.4684,0.03468,0.00267,4.4684,0.03468,NaN,NaN,1,2.49546,1669,0.55847,1,2.49546,4
logit_chlorotic,Zm00001d049743,4,42455036,0.00499,0.94369,2.99E-06,0.00499,0.94369,NaN,NaN,1,0.00279,1669,0.55996,1,0.00279,10
logit_chlorotic,Zm00001d049759,4,43385401,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d049760,4,43401245,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d049761,4,43546882,0.4901,0.48398,2.94E-04,0.4901,0.48398,NaN,NaN,1,0.27436,1669,0.5598,1,0.27436,12
logit_chlorotic,Zm00001d049762,4,43595910,0.00106,0.97407,6.33E-07,0.00106,0.97407,NaN,NaN,1,5.92E-04,1669,0.55996,1,5.92E-04,15
logit_chlorotic,Zm00001d049764,4,43699580,0.74187,0.38919,4.44E-04,0.74187,0.38919,NaN,NaN,1,0.41524,1669,0.55972,1,0.41524,5
logit_chlorotic,Zm00001d049766,4,43846682,0.57989,0.44646,3.47E-04,0.57989,0.44646,NaN,NaN,1,0.3246,1669,0.55977,1,0.3246,5
logit_chlorotic,Zm00001d049768,4,43895045,0.74187,0.38919,4.44E-04,0.74187,0.38919,NaN,NaN,1,0.41524,1669,0.55972,1,0.41524,5
logit_chlorotic,Zm00001d049785,4,44634942,0.81293,0.36739,4.87E-04,0.81293,0.36739,NaN,NaN,1,0.45499,1669,0.55969,1,0.45499,7
logit_chlorotic,Zm00001d049796,4,44972356,4.79647,0.02866,0.00287,4.79647,0.02866,NaN,NaN,1,2.67816,1669,0.55836,1,2.67816,5
logit_chlorotic,Zm00001d049809,4,45667525,0.00117,0.97275,6.99E-07,0.00117,0.97275,NaN,NaN,1,6.54E-04,1669,0.55996,1,6.54E-04,7
logit_chlorotic,Zm00001d049817,4,45989300,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d049822,4,46353113,2.79041,0.09502,0.00167,2.79041,0.09502,NaN,NaN,1,1.55992,1669,0.55903,1,1.55992,4
logit_chlorotic,Zm00001d049823,4,46595764,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d049830,4,46814224,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d049858,4,48667489,0.69633,0.40414,4.17E-04,0.69633,0.40414,NaN,NaN,1,0.38976,1669,0.55973,1,0.38976,6
logit_chlorotic,Zm00001d049872,4,49837572,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d049873,4,49845342,0.06138,0.80435,3.68E-05,0.06138,0.80435,NaN,NaN,1,0.03437,1669,0.55994,1,0.03437,8
logit_chlorotic,Zm00001d049881,4,50066868,0.34707,0.55586,2.08E-04,0.34707,0.55586,NaN,NaN,1,0.1943,1669,0.55985,1,0.1943,4
logit_chlorotic,Zm00001d049884,4,50466218,0.57989,0.44646,3.47E-04,0.57989,0.44646,NaN,NaN,1,0.3246,1669,0.55977,1,0.3246,5
logit_chlorotic,Zm00001d049892,4,51080865,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d049894,4,51237726,0.57989,0.44646,3.47E-04,0.57989,0.44646,NaN,NaN,1,0.3246,1669,0.55977,1,0.3246,5
logit_chlorotic,Zm00001d049913,4,52249112,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d049914,4,52307192,4.54438,0.03317,0.00272,4.54438,0.03317,NaN,NaN,1,2.53779,1669,0.55844,1,2.53779,6
logit_chlorotic,Zm00001d049929,4,53643287,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d049930,4,53736089,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d049940,4,54280157,0.1222,0.72671,7.32E-05,0.1222,0.72671,NaN,NaN,1,0.06842,1669,0.55992,1,0.06842,12
logit_chlorotic,Zm00001d049956,4,55420675,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d049965,4,56193170,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d049982,4,56870160,7.08097,0.00787,0.00422,7.08097,0.00787,NaN,NaN,1,3.94834,1669,0.5576,1,3.94834,5
logit_chlorotic,Zm00001d049986,4,57081826,1.5897,0.20755,9.52E-04,1.5897,0.20755,NaN,NaN,1,0.88933,1669,0.55943,1,0.88933,4
logit_chlorotic,Zm00001d050000,4,58836197,0.57989,0.44646,3.47E-04,0.57989,0.44646,NaN,NaN,1,0.3246,1669,0.55977,1,0.3246,5
logit_chlorotic,Zm00001d050008,4,59178927,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d050018,4,60012088,0.76511,0.38186,4.58E-04,0.76511,0.38186,NaN,NaN,1,0.42824,1669,0.55971,1,0.42824,4
logit_chlorotic,Zm00001d050026,4,60976709,0.69633,0.40414,4.17E-04,0.69633,0.40414,NaN,NaN,1,0.38976,1669,0.55973,1,0.38976,6
logit_chlorotic,Zm00001d050032,4,61315780,0.05061,0.82204,3.03E-05,0.05061,0.82204,NaN,NaN,1,0.02834,1669,0.55995,1,0.02834,5
logit_chlorotic,Zm00001d050033,4,61395163,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d050074,4,64152106,0.119,0.73017,7.13E-05,0.119,0.73017,NaN,NaN,1,0.06663,1669,0.55993,1,0.06663,5
logit_chlorotic,Zm00001d050089,4,65079459,0.11618,0.73326,6.96E-05,0.11618,0.73326,NaN,NaN,1,0.06505,1669,0.55993,1,0.06505,6
logit_chlorotic,Zm00001d050106,4,65976873,1.82738,0.17662,0.00109,1.82738,0.17662,NaN,NaN,1,1.02215,1669,0.55935,1,1.02215,6
logit_chlorotic,Zm00001d050107,4,66087162,0.22157,0.63791,1.33E-04,0.22157,0.63791,NaN,NaN,1,0.12405,1669,0.55989,1,0.12405,7
logit_chlorotic,Zm00001d050121,4,67405233,0.57989,0.44646,3.47E-04,0.57989,0.44646,NaN,NaN,1,0.3246,1669,0.55977,1,0.3246,5
logit_chlorotic,Zm00001d050123,4,67489398,1.28394,0.25733,7.69E-04,1.28394,0.25733,NaN,NaN,1,0.71841,1669,0.55953,1,0.71841,4
logit_chlorotic,Zm00001d050125,4,67742013,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d050130,4,68043107,1.28394,0.25733,7.69E-04,1.28394,0.25733,NaN,NaN,1,0.71841,1669,0.55953,1,0.71841,4
logit_chlorotic,Zm00001d050132,4,68204905,4.12064,0.04252,0.00246,4.12064,0.04252,NaN,NaN,1,2.30173,1669,0.55859,1,2.30173,4
logit_chlorotic,Zm00001d050155,4,69593732,0.44242,0.50605,2.65E-04,0.44242,0.50605,NaN,NaN,1,0.24767,1669,0.55982,1,0.24767,4
logit_chlorotic,Zm00001d050163,4,69982498,0.03436,0.85297,2.06E-05,0.03436,0.85297,NaN,NaN,1,0.01924,1669,0.55995,1,0.01924,16
logit_chlorotic,Zm00001d050173,4,70689833,0.69633,0.40414,4.17E-04,0.69633,0.40414,NaN,NaN,1,0.38976,1669,0.55973,1,0.38976,6
logit_chlorotic,Zm00001d050182,4,71330927,0.20549,0.65038,1.23E-04,0.20549,0.65038,NaN,NaN,1,0.11506,1669,0.5599,1,0.11506,14
logit_chlorotic,Zm00001d050184,4,71448525,0.25561,0.61322,1.53E-04,0.25561,0.61322,NaN,NaN,1,0.14311,1669,0.55988,1,0.14311,12
logit_chlorotic,Zm00001d050225,4,74666945,1.28394,0.25733,7.69E-04,1.28394,0.25733,NaN,NaN,1,0.71841,1669,0.55953,1,0.71841,4
logit_chlorotic,Zm00001d050265,4,77232933,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d050272,4,77694467,5.3666,0.02065,0.00321,5.3666,0.02065,NaN,NaN,1,2.99548,1669,0.55817,1,2.99548,4
logit_chlorotic,Zm00001d050293,4,79157049,0.00784,0.92947,4.70E-06,0.00784,0.92947,NaN,NaN,1,0.00439,1669,0.55996,1,0.00439,8
logit_chlorotic,Zm00001d050300,4,79808280,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d050307,4,80276276,0.57989,0.44646,3.47E-04,0.57989,0.44646,NaN,NaN,1,0.3246,1669,0.55977,1,0.3246,5
logit_chlorotic,Zm00001d050310,4,80436748,0.76635,0.38147,4.59E-04,0.76635,0.38147,NaN,NaN,1,0.42893,1669,0.55971,1,0.42893,10
logit_chlorotic,Zm00001d050319,4,81117781,0.57989,0.44646,3.47E-04,0.57989,0.44646,NaN,NaN,1,0.3246,1669,0.55977,1,0.3246,5
logit_chlorotic,Zm00001d050330,4,81874400,0.119,0.73017,7.13E-05,0.119,0.73017,NaN,NaN,1,0.06663,1669,0.55993,1,0.06663,5
logit_chlorotic,Zm00001d050336,4,82010154,0.22157,0.63791,1.33E-04,0.22157,0.63791,NaN,NaN,1,0.12405,1669,0.55989,1,0.12405,7
logit_chlorotic,Zm00001d050380,4,84844428,0.69633,0.40414,4.17E-04,0.69633,0.40414,NaN,NaN,1,0.38976,1669,0.55973,1,0.38976,6
logit_chlorotic,Zm00001d050382,4,84993569,0.94045,0.3323,5.63E-04,0.94045,0.3323,NaN,NaN,1,0.52632,1669,0.55965,1,0.52632,7
logit_chlorotic,Zm00001d050436,4,88043150,2.80359,0.09424,0.00168,2.80359,0.09424,NaN,NaN,1,1.56728,1669,0.55903,1,1.56728,4
logit_chlorotic,Zm00001d050475,4,91281398,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d050483,4,92018138,0.57989,0.44646,3.47E-04,0.57989,0.44646,NaN,NaN,1,0.3246,1669,0.55977,1,0.3246,5
logit_chlorotic,Zm00001d050484,4,92592720,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d050488,4,92816911,0.17779,0.67333,1.07E-04,0.17779,0.67333,NaN,NaN,1,0.09955,1669,0.55991,1,0.09955,4
logit_chlorotic,Zm00001d050498,4,93521518,5.01064,0.02532,0.00299,5.01064,0.02532,NaN,NaN,1,2.79738,1669,0.55829,1,2.79738,4
logit_chlorotic,Zm00001d050501,4,94348365,4.54438,0.03317,0.00272,4.54438,0.03317,NaN,NaN,1,2.53779,1669,0.55844,1,2.53779,6
logit_chlorotic,Zm00001d050518,4,96154767,0.44242,0.50605,2.65E-04,0.44242,0.50605,NaN,NaN,1,0.24767,1669,0.55982,1,0.24767,4
logit_chlorotic,Zm00001d050575,4,101590098,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d050583,4,102472650,0.74187,0.38919,4.44E-04,0.74187,0.38919,NaN,NaN,1,0.41524,1669,0.55972,1,0.41524,5
logit_chlorotic,Zm00001d050610,4,104013777,0.27623,0.59925,1.65E-04,0.27623,0.59925,NaN,NaN,1,0.15465,1669,0.55987,1,0.15465,5
logit_chlorotic,Zm00001d050615,4,104782954,0.92969,0.33508,5.57E-04,0.92969,0.33508,NaN,NaN,1,0.5203,1669,0.55965,1,0.5203,8
logit_chlorotic,Zm00001d050669,4,114058572,3.87983,0.04903,0.00232,3.87983,0.04903,NaN,NaN,1,2.16753,1669,0.55867,1,2.16753,5
logit_chlorotic,Zm00001d050708,4,117425729,0.01874,0.89112,1.12E-05,0.01874,0.89112,NaN,NaN,1,0.0105,1669,0.55996,1,0.0105,5
logit_chlorotic,Zm00001d050715,4,117960170,0.69633,0.40414,4.17E-04,0.69633,0.40414,NaN,NaN,1,0.38976,1669,0.55973,1,0.38976,6
logit_chlorotic,Zm00001d050716,4,118330186,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d050723,4,118820814,0.03366,0.85445,2.02E-05,0.03366,0.85445,NaN,NaN,1,0.01885,1669,0.55995,1,0.01885,8
logit_chlorotic,Zm00001d050737,4,120127960,0.05061,0.82204,3.03E-05,0.05061,0.82204,NaN,NaN,1,0.02834,1669,0.55995,1,0.02834,5
logit_chlorotic,Zm00001d050790,4,123189552,13.13785,2.98E-04,0.00781,13.13785,2.98E-04,NaN,NaN,1,7.29928,1669,0.55559,1,7.29928,6
logit_chlorotic,Zm00001d050810,4,124187452,0.57989,0.44646,3.47E-04,0.57989,0.44646,NaN,NaN,1,0.3246,1669,0.55977,1,0.3246,5
logit_chlorotic,Zm00001d050874,4,128058603,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d050905,4,129478601,0.69633,0.40414,4.17E-04,0.69633,0.40414,NaN,NaN,1,0.38976,1669,0.55973,1,0.38976,6
logit_chlorotic,Zm00001d050917,4,130884971,0.39717,0.52864,2.38E-04,0.39717,0.52864,NaN,NaN,1,0.22235,1669,0.55983,1,0.22235,5
logit_chlorotic,Zm00001d050936,4,132624455,0.81293,0.36739,4.87E-04,0.81293,0.36739,NaN,NaN,1,0.45499,1669,0.55969,1,0.45499,7
logit_chlorotic,Zm00001d050947,4,133090540,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d050961,4,133643418,1.5527,0.21291,9.29E-04,1.5527,0.21291,NaN,NaN,1,0.86865,1669,0.55944,1,0.86865,5
logit_chlorotic,Zm00001d050970,4,134318295,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d051052,4,138849888,0.32176,0.57063,1.93E-04,0.32176,0.57063,NaN,NaN,1,0.18014,1669,0.55986,1,0.18014,7
logit_chlorotic,Zm00001d051057,4,139269207,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d051081,4,141308785,0.57989,0.44646,3.47E-04,0.57989,0.44646,NaN,NaN,1,0.3246,1669,0.55977,1,0.3246,5
logit_chlorotic,Zm00001d051082,4,141315750,0.57989,0.44646,3.47E-04,0.57989,0.44646,NaN,NaN,1,0.3246,1669,0.55977,1,0.3246,5
logit_chlorotic,Zm00001d051119,4,144249661,3.68318,0.05513,0.0022,3.68318,0.05513,NaN,NaN,1,2.05791,1669,0.55873,1,2.05791,5
logit_chlorotic,Zm00001d051135,4,145466055,6.19127,0.01294,0.0037,6.19127,0.01294,NaN,NaN,1,3.45408,1669,0.5579,1,3.45408,5
logit_chlorotic,Zm00001d051172,4,147113143,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d051187,4,147806120,1.28394,0.25733,7.69E-04,1.28394,0.25733,NaN,NaN,1,0.71841,1669,0.55953,1,0.71841,4
logit_chlorotic,Zm00001d051203,4,148593028,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d051211,4,148719749,1.86942,0.17173,0.00112,1.86942,0.17173,NaN,NaN,1,1.04564,1669,0.55934,1,1.04564,16
logit_chlorotic,Zm00001d051229,4,149283648,0.57989,0.44646,3.47E-04,0.57989,0.44646,NaN,NaN,1,0.3246,1669,0.55977,1,0.3246,5
logit_chlorotic,Zm00001d051234,4,149424818,0.57989,0.44646,3.47E-04,0.57989,0.44646,NaN,NaN,1,0.3246,1669,0.55977,1,0.3246,5
logit_chlorotic,Zm00001d051235,4,149501798,0.69633,0.40414,4.17E-04,0.69633,0.40414,NaN,NaN,1,0.38976,1669,0.55973,1,0.38976,6
logit_chlorotic,Zm00001d051241,4,149905239,0.81293,0.36739,4.87E-04,0.81293,0.36739,NaN,NaN,1,0.45499,1669,0.55969,1,0.45499,7
logit_chlorotic,Zm00001d051245,4,150310866,0.27623,0.59925,1.65E-04,0.27623,0.59925,NaN,NaN,1,0.15465,1669,0.55987,1,0.15465,5
logit_chlorotic,Zm00001d051247,4,150385253,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d051250,4,150569131,0.10235,0.74906,6.13E-05,0.10235,0.74906,NaN,NaN,1,0.05731,1669,0.55993,1,0.05731,8
logit_chlorotic,Zm00001d051272,4,151410537,0.30891,0.57843,1.85E-04,0.30891,0.57843,NaN,NaN,1,0.17294,1669,0.55986,1,0.17294,4
logit_chlorotic,Zm00001d051307,4,152674022,0.57989,0.44646,3.47E-04,0.57989,0.44646,NaN,NaN,1,0.3246,1669,0.55977,1,0.3246,5
logit_chlorotic,Zm00001d051308,4,152680678,0.57989,0.44646,3.47E-04,0.57989,0.44646,NaN,NaN,1,0.3246,1669,0.55977,1,0.3246,5
logit_chlorotic,Zm00001d051316,4,153365488,0.74187,0.38919,4.44E-04,0.74187,0.38919,NaN,NaN,1,0.41524,1669,0.55972,1,0.41524,5
logit_chlorotic,Zm00001d051323,4,154126135,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d051343,4,155259906,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d051387,4,156768577,7.34843,0.00678,0.00438,7.34843,0.00678,NaN,NaN,1,4.09683,1669,0.55751,1,4.09683,8
logit_chlorotic,Zm00001d051392,4,156972880,2.23852,0.1348,0.00134,2.23852,0.1348,NaN,NaN,1,1.25181,1669,0.55921,1,1.25181,7
logit_chlorotic,Zm00001d051404,4,157211252,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d051405,4,157334058,0.57989,0.44646,3.47E-04,0.57989,0.44646,NaN,NaN,1,0.3246,1669,0.55977,1,0.3246,5
logit_chlorotic,Zm00001d051427,4,158189943,0.00784,0.92947,4.70E-06,0.00784,0.92947,NaN,NaN,1,0.00439,1669,0.55996,1,0.00439,8
logit_chlorotic,Zm00001d051431,4,158379752,2.21993,0.13643,0.00133,2.21993,0.13643,NaN,NaN,1,1.24143,1669,0.55922,1,1.24143,7
logit_chlorotic,Zm00001d051435,4,158472780,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d051438,4,158514328,19.44793,1.10E-05,0.01152,19.44793,1.10E-05,NaN,NaN,1,10.76473,1669,0.55352,1,10.76473,4
logit_chlorotic,Zm00001d051447,4,158953958,0.03537,0.85084,2.12E-05,0.03537,0.85084,NaN,NaN,1,0.01981,1669,0.55995,1,0.01981,9
logit_chlorotic,Zm00001d051458,4,159351789,5.74646,0.01663,0.00343,5.74646,0.01663,NaN,NaN,1,3.20678,1669,0.55804,1,3.20678,7
logit_chlorotic,Zm00001d051465,4,159604425,0.05061,0.82204,3.03E-05,0.05061,0.82204,NaN,NaN,1,0.02834,1669,0.55995,1,0.02834,5
